"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"CARLOS ALBERTO ORDOSGOITIA SANIN",44482,24.25,"PARTIDO CENTRO DEMOCRÁTICO","MONTERIA","Córdoba","13001"
"JUAN JOSE GONZALEZ JIMENEZ",35398,19.3,"PARTIDO LIBERAL COLOMBIANO","MONTERIA","Córdoba","13001"
"OSCAR LUIS RAMIREZ RHENALS",9692,5.28,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MONTERIA","Córdoba","13001"
"LUCIANO ANGULO BRUNAL",4388,2.39,"PARTIDO UNIÓN PATRIÓTICA","MONTERIA","Córdoba","13001"
"FREDYS MANUEL SAAH ARROYO",887,0.48,"PARTIDO ALIANZA VERDE","MONTERIA","Córdoba","13001"
"ALVARO JOSE CASSERES MATOZA",7246,56.47,"PARTIDO LIBERAL COLOMBIANO","MOÑITOS","Córdoba","13027"
"CARLOS JANNIO CANTERO PETRO",5479,42.7,"PARTIDO DE LA U","MOÑITOS","Córdoba","13027"
"JERONIMO CASTRO PINTO",60,0.46,"PARTIDO CAMBIO RADICAL","MOÑITOS","Córdoba","13027"
"ENITH MEJIA LOPEZ",9,0.07,"PARTIDO CENTRO DEMOCRÁTICO","MOÑITOS","Córdoba","13027"
"JOSE VICENTE MORELO MUÑOZ",9,0.07,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MOÑITOS","Córdoba","13027"
"GILBERTO RAMIRO MONTES VILLALBA",18429,53.23,"PARTIDO CONSERVADOR COLOMBIANO","PLANETA RICA","Córdoba","13028"
"JESUS DAVID CABARCAS GARCIA",11744,33.92,"PARTIDO DE LA U","PLANETA RICA","Córdoba","13028"
"JULIO ALEXYS URANGO MORENO",2700,7.79,"PARTIDO ALIANZA VERDE","PLANETA RICA","Córdoba","13028"
"PABLO DAVID GAVIRIA SEÑA",1058,3.05,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PLANETA RICA","Córdoba","13028"
"LUIS FERNANDO LAZA BULA",278,0.8,"PARTIDO OPCIÓN CIUDADANA","PLANETA RICA","Córdoba","13028"
"OVIDIO MIGUEL HOYOS PATERNINA",11523,67.04,"COALICIÓN PARTIDO CONSERVADOR COLOMBIANO - PARTIDO CAMBIO RADICAL","PUEBLO NUEVO","Córdoba","13031"
"JOSE INES TORRES CONTRERAS",5536,32.2,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE EL PAR. LIBERAL - PAR. DE LA U","PUEBLO NUEVO","Córdoba","13031"
"CRISTILDA MARIA MARSIGLIA HERNANDEZ",5540,44.46,"PARTIDO OPCIÓN CIUDADANA","PUERTO ESCONDIDO","Córdoba","13033"
"GENRY MORENO FUENTES",4329,34.74,"PARTIDO LIBERAL COLOMBIANO","PUERTO ESCONDIDO","Córdoba","13033"
"MARTIN ALONSO VERGARA CARDENAS",2366,18.99,"PARTIDO DE LA U","PUERTO ESCONDIDO","Córdoba","13033"
"SAMIR ESPITIA PITALUA",172,1.38,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO ESCONDIDO","Córdoba","13033"
"NAYIB VERGARA BAJAIRE",32,0.25,"PARTIDO ALIANZA VERDE","PUERTO ESCONDIDO","Córdoba","13033"
"ESPEDITO MANUEL DUQUE CUADRADO",9310,55.24,"PARTIDO CAMBIO RADICAL","PUERTO LIBERTADOR","Córdoba","13032"
"REY ALFONSO CALLEJAS PEREZ",6414,38.06,"PARTIDO DE LA U","PUERTO LIBERTADOR","Córdoba","13032"
"JAIME ALBERTO ESCOBAR BOTERO",707,4.19,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO LIBERTADOR","Córdoba","13032"
"JAVIER DAVID ARROYO MONTALVO",205,1.21,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","PUERTO LIBERTADOR","Córdoba","13032"
"JUAN CARLOS GUERRA MORENO",62,0.36,"PARTIDO ALIANZA VERDE","PUERTO LIBERTADOR","Córdoba","13032"
"ADNOR ELIAS NARVAEZ HUERTAS",16,0.09,"PARTIDO OPCIÓN CIUDADANA","PUERTO LIBERTADOR","Córdoba","13032"
"DANIEL EDUARDO LOPEZ PALENCIA",4837,50.04,"PARTIDO CONSERVADOR COLOMBIANO","PURISIMA","Córdoba","13034"
"ADRIAN ANDRES DIAZ MOGOLLON",4629,47.88,"PARTIDO DE LA U","PURISIMA","Córdoba","13034"
"OSWALDO ALONSO CALAO ANAYA",88,0.91,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","PURISIMA","Córdoba","13034"
"EDUARDO BLAS LUGO CASTRO",19,0.19,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","PURISIMA","Córdoba","13034"
"BALDOMERO JOSE VILLADIEGO CARRASCAL",29841,53.42,"PARTIDO DE LA U","SAHAGUN","Córdoba","13037"
"JORGE DAVID PASTRANA SAGRE",24661,44.15,"PARTIDO OPCIÓN CIUDADANA","SAHAGUN","Córdoba","13037"
"JORGE LUIS RAMON HOYOS USTA",813,1.45,"PARTIDO CENTRO DEMOCRÁTICO","SAHAGUN","Córdoba","13037"
"SERGIO RAFAEL ROMERO BASILIO",10968,51.94,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","SAN ANDRES DE SOTAVENTO","Córdoba","13040"
"ISABEL MARIA GODIN OJEDA",9757,46.21,"PARTIDO LIBERAL COLOMBIANO","SAN ANDRES DE SOTAVENTO","Córdoba","13040"
"EVERLIDES DEL SOCORRO MORALES ALEAN",212,1,"PARTIDO DE LA U","SAN ANDRES DE SOTAVENTO","Córdoba","13040"
"SALIM BERNARDO INCER COVO",41,0.19,"PARTIDO ALIANZA VERDE","SAN ANDRES DE SOTAVENTO","Córdoba","13040"
"DENNYS CHICA FUENTES",9095,57.16,"PARTIDO DE LA U","SAN ANTERO","Córdoba","13043"
"MARCELA MARTELO CASTRO",6679,41.97,"PARTIDO LIBERAL COLOMBIANO","SAN ANTERO","Córdoba","13043"
"EDUARDO JOSE VILLADIEGO BARROZO",58,0.36,"PARTIDO CENTRO DEMOCRÁTICO","SAN ANTERO","Córdoba","13043"
"REINALDO TORRES BANQUETH",18,0.11,"PARTIDO UNIÓN PATRIÓTICA","SAN ANTERO","Córdoba","13043"
"ELBER LUIS LOPEZ LOPEZ",10077,58.96,"PARTIDO DE LA U","SAN BERNARDO DEL VIENTO","Córdoba","13046"
"JORGE ARMANDO ANAYA JULIO",5757,33.68,"PARTIDO OPCIÓN CIUDADANA","SAN BERNARDO DEL VIENTO","Córdoba","13046"
"ALBER LUIS AMOLINAR MEJIA",1126,6.58,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","SAN BERNARDO DEL VIENTO","Córdoba","13046"
"RAFAEL HOYOS MORELOS",33,0.19,"PARTIDO ALIANZA VERDE","SAN BERNARDO DEL VIENTO","Córdoba","13046"
"VICTOR MANUEL VALVERDE PEREZ",4051,30.13,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","SAN CARLOS","Córdoba","13049"
"JULIO CESAR CORDERO HERNANDEZ",3800,28.26,"PARTIDO LIBERAL COLOMBIANO","SAN CARLOS","Córdoba","13049"
"LEDA LUCIA LOPEZ GOMEZ",3558,26.46,"PARTIDO CAMBIO RADICAL","SAN CARLOS","Córdoba","13049"
"YOLIMA ESTHER VASQUEZ RINCON",1600,11.9,"PARTIDO OPCIÓN CIUDADANA","SAN CARLOS","Córdoba","13049"
"ANA BELIS LAZA SANCHEZ",287,2.13,"PARTIDO CENTRO DEMOCRÁTICO","SAN CARLOS","Córdoba","13049"
"JORGE LUIS PADILLA SAENZ",37,0.27,"PARTIDO UNIÓN PATRIÓTICA","SAN CARLOS","Córdoba","13049"
"LUIS JOSE GONZALEZ ACOSTA",1875,38.25,"PARTIDO DE LA U","SAN JOSE DE URE","Córdoba","13052"
"JORGE ENRIQUE VELASQUEZ CRESPO",1603,32.7,"PARTIDO CONSERVADOR COLOMBIANO","SAN JOSE DE URE","Córdoba","13052"
"FRANCISCO LUIS VIDES BAÑOS",1200,24.48,"PARTIDO ALIANZA VERDE","SAN JOSE DE URE","Córdoba","13052"
"STELLA VARGAS TRESPALACIOS",200,4.08,"PARTIDO CAMBIO RADICAL","SAN JOSE DE URE","Córdoba","13052"
"MARIA ALEJANDRA FORERO PAREJA",13212,52.96,"PARTIDO DE LA U","SAN PELAYO","Córdoba","13055"
"OSWALDO MANUEL NEGRETE CAUSIL",10443,41.86,"PARTIDO CAMBIO RADICAL","SAN PELAYO","Córdoba","13055"
"WILLIAM ESTEBAN CAVADIA HERNANDEZ",867,3.47,"PARTIDO ALIANZA VERDE","SAN PELAYO","Córdoba","13055"
"LUIS ENRIQUE LENGUA PAEZ",100,0.4,"PARTIDO LIBERAL COLOMBIANO","SAN PELAYO","Córdoba","13055"
"ROBERTO EDUARDO GONZALEZ PATERNINA",40,0.16,"PARTIDO CONSERVADOR COLOMBIANO","SAN PELAYO","Córdoba","13055"
"JAIRO AUGUSTO MAFIOLY COLON",17,0.06,"PARTIDO OPCIÓN CIUDADANA","SAN PELAYO","Córdoba","13055"
"FABIO LEONARDO OTERO AVILEZ",12620,34.31,"JUNTOS POR TIERRALTA","TIERRALTA","Córdoba","13058"
"DANIEL ENRIQUE MONTERO MONTES",11464,31.17,"PARTIDO CONSERVADOR COLOMBIANO","TIERRALTA","Córdoba","13058"
"DARIO ENRIQUE MENDOZA FUENTES",6630,18.02,"PARTIDO CAMBIO RADICAL","TIERRALTA","Córdoba","13058"
"RONALD ENRIQUE CORCHO GOMEZ",4060,11.04,"PARTIDO DE LA U","TIERRALTA","Córdoba","13058"
"MANUEL ANTONIO MADERA BABILONIA",1289,3.5,"PARTIDO UNIÓN PATRIÓTICA","TIERRALTA","Córdoba","13058"
"JOSE LUIS RUIZ RUIZ",233,0.63,"PARTIDO ALIANZA VERDE","TIERRALTA","Córdoba","13058"
"ADALBERTO DE JESUS RUEDA SALAS",147,0.39,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","TIERRALTA","Córdoba","13058"
"YOCONIS ESTHER VANEGAS GUZMAN",62,0.16,"PARTIDO CENTRO DEMOCRÁTICO","TIERRALTA","Córdoba","13058"
"NORIS DEL CARMEN HERNANDEZ VELASQUEZ",8952,54.27,"PARTIDO CONSERVADOR COLOMBIANO","TUCHIN","Córdoba","13060"
"RODRIGO JOSE PEREZ BELLO",7158,43.4,"COALICION PROGRAMATICA Y POLITICA PARTIDO DE LA U - PARTIDO LIBERAL","TUCHIN","Córdoba","13060"
"LUIS FERNANDO ORTIZ QUINTERO",325,1.97,"PARTIDO CENTRO DEMOCRÁTICO","TUCHIN","Córdoba","13060"
"JOSE IGNACIO GOMEZ RAMOS",5798,34.56,"PARTIDO DE LA U","VALENCIA","Córdoba","13061"
"DAVID SEGUNDO SEJIN MANRIQUE",5704,34,"PARTIDO LIBERAL COLOMBIANO","VALENCIA","Córdoba","13061"
"CARLOS ENRIQUE SEJIN VASQUEZ",4364,26.01,"PARTIDO CONSERVADOR COLOMBIANO","VALENCIA","Córdoba","13061"
"NILSA GRETTEL AREVALO ALDANA",849,5.06,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","VALENCIA","Córdoba","13061"
"YANIT ESTHER MORA MOSCOTE",3982,56.91,"PART. LIBERAL COL. - PART. ALIANZA SOCIAL INDEPENDIENTE ""ASI"" - PART. CENTRO DEMOCRÁTICO","AGUA DE DIOS","Cundinamarca","15004"
"LUIS FELIPE TAPIAS CARDENAS",2617,37.4,"PARTIDO CAMBIO RADICAL - PARTIDO CONSERVADOR COLOMBIANO","AGUA DE DIOS","Cundinamarca","15004"
"ALBERTO MORENO BETANCOURT",352,5.03,"PARTIDO ALIANZA VERDE - PARTIDO DE LA U","AGUA DE DIOS","Cundinamarca","15004"
"LUIS FAIBERTH GARCIA REYES",5,0.07,"PARTIDO OPCIÓN CIUDADANA","AGUA DE DIOS","Cundinamarca","15004"
"DAVID ARTURO PARDO FIERRO",1623,47.42,"PARTIDO CENTRO DEMOCRÁTICO","ALBAN","Cundinamarca","15007"
"LILIANA BERNAL CONTRERAS",978,28.57,"PROGRESO PARA ALBÁN","ALBAN","Cundinamarca","15007"
"SANDRA PATRICIA ORTIZ CAMARGO",540,15.78,"PARTIDO CONSERVADOR - PARTIDO LIBERAL","ALBAN","Cundinamarca","15007"
"ESTHER FANNY RAMOS COMBA",243,7.1,"PARTIDO OPCIÓN CIUDADANA","ALBAN","Cundinamarca","15007"
"YAIR RODRIGUEZ ESPINOSA",2499,34.46,"COALICIÓN PROGR. Y POL. PARTIDO LIBERAL - PARTIDO DE LA U","ANAPOIMA","Cundinamarca","15010"
"CATALINA CUERVO DELGADO",2201,30.35,"PARTIDO CENTRO DEMOCRÁTICO","ANAPOIMA","Cundinamarca","15010"
"HECTOR MEDINA RAMIREZ",2146,29.59,"PARTIDO CAMBIO RADICAL","ANAPOIMA","Cundinamarca","15010"
"LUIS ALBERTO CASALLAS GARZON",329,4.53,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ANAPOIMA","Cundinamarca","15010"
"POMPILIO ENRIQUE TORRES ORJUELA",2367,36.51,"PARTIDO DE LA U - PARTIDO OPCIÓN CIUDADANA","ANOLAIMA","Cundinamarca","15013"
"LUIS HERNANDO MARTINEZ ZABALETA",2228,34.36,"ANOLAIMA","ANOLAIMA","Cundinamarca","15013"
"OSCAR HUMBERTO BERNAL HERRAN",1774,27.36,"UNIDOS POR EL FUTURO DE ANOLAIMA","ANOLAIMA","Cundinamarca","15013"
"GUSTAVO GARCIA BERNAL",1815,39.83,"COALICIÓN PARTIDO LIBERAL - PARTIDO DE LA U - MAIS","APULO","Cundinamarca","15217"
"JAIME ROMERO CASTRO",1196,26.25,"COALICIÓN PARTIDO CAMBIO RADICAL - OPCIÓN CIUDADANA","APULO","Cundinamarca","15217"
"MARIBEL ROCIO HERNANDEZ VANEGAS",1101,24.16,"PARTIDO CENTRO DEMOCRÁTICO","APULO","Cundinamarca","15217"
"LUIS ENRIQUE MARTTA HERRERA",399,8.75,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","APULO","Cundinamarca","15217"
"VILMA VILLALBA LEON",21,0.46,"PARTIDO CONSERVADOR COLOMBIANO","APULO","Cundinamarca","15217"
"JORGE ALBERTO GODOY LOZANO",4061,67.02,"PARTIDO CONSERVADOR COLOMBIANO","ARBELAEZ","Cundinamarca","15016"
"ERNESTO AVILIO ROJAS BETANCOURT",1737,28.66,"PAR. DE LA U - CAMBIO RADICAL - PAR. LIBERAL COLOMBIANO - PAR. ALIANZA VERDE","ARBELAEZ","Cundinamarca","15016"
"MYRIAM ESTELA ARDILA HERRERA",148,2.44,"PARTIDO CENTRO DEMOCRÁTICO","ARBELAEZ","Cundinamarca","15016"
"NURY BARRAGAN SUAREZ",780,50.48,"CAMBIO RADICAL - OPCIÓN CIUDADANA","BELTRAN","Cundinamarca","15019"
"JULIO CESAR GUZMAN OSPINA",451,29.19,"PARTIDO DE LA U","BELTRAN","Cundinamarca","15019"
"CAPITOLINO LEGRO OLIVEROS",308,19.93,"PARTIDO LIBERAL COLOMBIANO","BELTRAN","Cundinamarca","15019"
"GUILLERMO BARRERA MEDINA",978,53.67,"PARTIDO CAMBIO RADICAL - PARTIDO DE LA U","BITUIMA","Cundinamarca","15022"
"JAVIER ALBERTO CORTES CRISTANCHO",835,45.82,"PARTIDO CONSERVADOR COLOMBIANO","BITUIMA","Cundinamarca","15022"
"JUAN CARLOS GAITAN CHIRIVI",1850,41.12,"PARTIDO CAMBIO RADICAL","BOJACA","Cundinamarca","15025"
"JHON ALBERTO MOLINA MORA",1750,38.9,"EN BOJACÁ YO CREO","BOJACA","Cundinamarca","15025"
"WILSON PEREZ SUAREZ",563,12.51,"BOJACÁ...UNIDOS CONSTRUYENDO FUTURO","BOJACA","Cundinamarca","15025"
"JOSE HERNANDO CABALLERO CORREDOR",273,6.06,"PARTIDO CONSERVADOR COLOMBIANO","BOJACA","Cundinamarca","15025"
"ORLANDO ROMERO ORTIZ",1032,49.97,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CABRERA","Cundinamarca","15029"
"CARLOS CARDENAS MUÑOZ",947,45.85,"PARTIDO LIBERAL COLOMBIANO","CABRERA","Cundinamarca","15029"
"ALVARO MOYA SILVA",2309,43.58,"PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CACHIPAY","Cundinamarca","15030"
"EFRAIN MONCADA SANCHEZ",1030,19.44,"COALICIÓN ENTRE PARTIDO ASI - PARTIDO MAIS","CACHIPAY","Cundinamarca","15030"
"LUZ MARINA RODRIGUEZ ARIAS",831,15.68,"LIBERAL - CONSERVADOR","CACHIPAY","Cundinamarca","15030"
"GEOVANNY REYES MUR",675,12.74,"PARTIDO CENTRO DEMOCRÁTICO","CACHIPAY","Cundinamarca","15030"
"HARWER FLOREZ BOADA",282,5.32,"ALIANZA VERDE - OPCIÓN CIUDADANA","CACHIPAY","Cundinamarca","15030"
"DAVID SANCHEZ TORRES",105,1.98,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","CACHIPAY","Cundinamarca","15030"
"ORLANDO DIAZ CANASTO",8239,33.78,"BUENOS DÍAZ CAJICÁ","CAJICA","Cundinamarca","15031"
"FABIOLA JACOME RINCON",5979,24.52,"PARTIDO DE LA U - MOVIMIENTO DE AUTORIDADES INDÍGENAS ""AICO""","CAJICA","Cundinamarca","15031"
"FABIO HERNAN RAMIREZ RODRIGUEZ",5539,22.71,"CAJICÁ CON TODA SEGURIDAD","CAJICA","Cundinamarca","15031"
"MARIA ANGELICA PERILLA MESA",1184,4.85,"PARTIDO CENTRO DEMOCRÁTICO","CAJICA","Cundinamarca","15031"
"EDILBERTO AFANADOR SASTRE",991,4.06,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CAJICA","Cundinamarca","15031"
"RICHARD SUAREZ AREVALO",908,3.72,"PARTIDO OPCIÓN CIUDADANA","CAJICA","Cundinamarca","15031"
"DIEGO FERNANDO JIMENEZ GAITAN",721,2.95,"PARTIDO ALIANZA VERDE","CAJICA","Cundinamarca","15031"
"JOSE JOAQUIN SANCHEZ CHAVEZ",1541,27.63,"PARTIDO OPCIÓN CIUDADANA","CAPARRAPI","Cundinamarca","15034"
"LUIS EDUARDO LINARES REAL",1506,27,"PARTIDO CAMBIO RADICAL","CAPARRAPI","Cundinamarca","15034"
"GONZALO RAMIREZ GAITAN",1428,25.6,"PARTIDO CONSERVADOR COLOMBIANO","CAPARRAPI","Cundinamarca","15034"
"ISIDRO ANZOLA AGUIRRE",673,12.06,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CAPARRAPI","Cundinamarca","15034"
"WVEIMAR BEJARANO VIRGUEZ",187,3.35,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CAPARRAPI","Cundinamarca","15034"
"ANTONIO ARDILA PEREZ",132,2.36,"PARTIDO DE LA U","CAPARRAPI","Cundinamarca","15034"
"JORGE ELIECER PACHON SALAMANCA",40,0.71,"PARTIDO ALIANZA VERDE","CAPARRAPI","Cundinamarca","15034"
"MARISOL ORTIZ RAMIREZ",18,0.32,"PARTIDO CENTRO DEMOCRÁTICO","CAPARRAPI","Cundinamarca","15034"
"GUILLERMO GUTIERREZ CRUZ",3215,36.7,"PARTIDO CENTRO DEMOCRÁTICO","CAQUEZA","Cundinamarca","15037"
"JAIME HERNANDO CARRILLO VELASQUEZ",2588,29.55,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CAQUEZA","Cundinamarca","15037"
"LUIS FERNANDO TORRES ROJAS",1288,14.7,"COALICIÓN PARTIDO CAMBIO RADICAL - PARTIDO DE LA U","CAQUEZA","Cundinamarca","15037"
"ROSA ANGELA HERNANDEZ DE IREGUI",1134,12.94,"PARTIDO CONSERVADOR COLOMBIANO","CAQUEZA","Cundinamarca","15037"
"CARLOS FABIAN MESA ROJAS",273,3.11,"PARTIDO OPCIÓN CIUDADANA","CAQUEZA","Cundinamarca","15037"
"BLANCA LILIA HERRERA REINA",91,1.03,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE EL PARTIDO LIBERAL COLOMBIANO - ALIANZA VERDE","CAQUEZA","Cundinamarca","15037"
"ALEJANDRO ORTIZ PUENTES",2173,48.35,"PARTIDO CENTRO DEMOCRÁTICO","CARMEN DE CARUPA","Cundinamarca","15040"
"MANUEL EMIGDIO GUALTEROS GOMEZ",1399,31.13,"CARUPA PRÓSPERA, PRODUCTIVA Y EQUITATIVA","CARMEN DE CARUPA","Cundinamarca","15040"
"HECTOR GONZALO PACHON ORTIZ",896,19.93,"PARTIDO CONSERVADOR COLOMBIANO","CARMEN DE CARUPA","Cundinamarca","15040"
"MAURICIO ENRIQUE RAMIREZ GOMEZ",1719,63.33,"PARTIDO CAMBIO RADICAL EN COALICIÓN CON EL PARTIDO DE LA U","CHAGUANI","Cundinamarca","15052"
"JORGE ENRIQUE GUZMAN",981,36.14,"PARTIDO LIBERAL COLOMBIANO","CHAGUANI","Cundinamarca","15052"
"LEONARDO DONOSO RUIZ",18717,39.76,"PARTIDO ALIANZA VERDE - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CHIA","Cundinamarca","15055"
"FERNANDO SANCHEZ GUTIERREZ",12001,25.49,"CON DECISIÓN Y COMPROMISO POR CHÍA","CHIA","Cundinamarca","15055"
"HECTOR IGNACIO CORREA SARMIENTO",5864,12.45,"PARTIDO CENTRO DEMOCRÁTICO","CHIA","Cundinamarca","15055"
"MARIA DEL CARMEN COLINA GUTIERREZ",1531,3.25,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHIA","Cundinamarca","15055"
"ARIEL DANILO BASTO TRUJILLO",3528,61.95,"COAL. PROGR. Y POLIT. ENTRE EL PART. DE LA U - PARTIDO CONSERVADOR - PARTIDO LIBERAL","CHIPAQUE","Cundinamarca","15058"
"MIGUEL ANTONIO CUBILLOS MORA",1630,28.62,"PARTIDO CENTRO DEMOCRÁTICO","CHIPAQUE","Cundinamarca","15058"
"LUZ ELENA MORENO ARANGO",482,8.46,"PARTIDO CAMBIO RADICAL","CHIPAQUE","Cundinamarca","15058"
"GERMAN ALCIDES GONZALEZ GARIBELLO",24,0.42,"PARTIDO OPCIÓN CIUDADANA","CHIPAQUE","Cundinamarca","15058"
"ALVARO GUTIERREZ PARDO",4703,58.19,"CAMBIO RADICAL Y PARTIDO DE LA U","CHOACHI","Cundinamarca","15061"
"CARLOS ALBERDI VELASQUEZ GARZON",3269,40.44,"PARTIDO CONSERVADOR COLOMBIANO","CHOACHI","Cundinamarca","15061"
"JORGE ENRIQUE PINZON PINZON",2715,28.89,"PARTIDO CONSERVADOR COLOMBIANO","CHOCONTA","Cundinamarca","15064"
"RODRIGO ARMANDO CHICUASUQUE FERNANDEZ",2436,25.92,"PARTIDO CAMBIO RADICAL","CHOCONTA","Cundinamarca","15064"
"JAVIER ORLANDO FERNANDEZ FRANCO",1929,20.53,"PARTIDO DE LA U","CHOCONTA","Cundinamarca","15064"
"ELSY JARAMILLO",1481,15.76,"PARTIDO OPCIÓN CIUDADANA","CHOCONTA","Cundinamarca","15064"
"MIGUEL ANTONIO RODRIGUEZ ESTUPIÑAN",407,4.33,"PARTIDO CENTRO DEMOCRÁTICO","CHOCONTA","Cundinamarca","15064"
"JOSE NEYID CHICUAZUQUE UMBARILA",314,3.34,"PARTIDO LIBERAL COLOMBIANO","CHOCONTA","Cundinamarca","15064"
"WILLIAM DARIO FORERO FORERO",4658,48.58,"AMIGOS DE COGUA","COGUA","Cundinamarca","15043"
"PEDRO ANIBAL MONTES JIMENEZ",3024,31.54,"PARTIDO CONSERVADOR COLOMBIANO","COGUA","Cundinamarca","15043"
"JAVIER ANTONIO GARZON RODRIGUEZ",1538,16.04,"PARTIDO CAMBIO RADICAL","COGUA","Cundinamarca","15043"
"GERARDO ERNESTO FORERO TINJACA",171,1.78,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","COGUA","Cundinamarca","15043"
"CARLOS JULIO MORENO GOMEZ",7002,48.91,"PARTIDO OPCIÓN CIUDADANA","COTA","Cundinamarca","15046"
"NESTOR ORLANDO GUITARRERO SANCHEZ",4862,33.96,"PARTIDO DE LA U - PARTIDO LIBERAL COLOMBIANO","COTA","Cundinamarca","15046"
"FREDY ALEJANDRO PACHON NUÑEZ",994,6.94,"PARTIDO CENTRO DEMOCRÁTICO","COTA","Cundinamarca","15046"
"DANILO AUGUSTO GUTIERREZ HERRERA",527,3.68,"PARTIDO CONSERVADOR COLOMBIANO - ALIANZA SOCIAL INDEPENDIENTE ""ASI""","COTA","Cundinamarca","15046"
"CARLOS ALBERTO GARCIA BERNAL",51,0.35,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","COTA","Cundinamarca","15046"
"SANDRA LILIANA JARA ALONSO",1847,50.93,"PARTIDO CONSERVADOR COLOMBIANO","CUCUNUBA","Cundinamarca","15049"
"JOSE BENITO MARTINEZ PASCAGAZA",1105,30.47,"PARTIDO DE LA U","CUCUNUBA","Cundinamarca","15049"
"MIGUEL ANTONIO CASTIBLANCO MENDEZ",448,12.35,"PARTIDO CAMBIO RADICAL","CUCUNUBA","Cundinamarca","15049"
"YUDI ANDREA GOMEZ CASTRO",153,4.21,"PARTIDO OPCIÓN CIUDADANA","CUCUNUBA","Cundinamarca","15049"
"GERARDO GARNICA GARZON",33,0.91,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CUCUNUBA","Cundinamarca","15049"
"OSCAR MAURICIO NUÑEZ JIMENEZ",2901,26.43,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL COLEGIO","Cundinamarca","15067"
"ANDRES HERNANDO GUERRERO PUERTO",2847,25.93,"PARTIDO CONSERVADOR COLOMBIANO","EL COLEGIO","Cundinamarca","15067"
"HERMENCIA DEL CARMEN SIERRA ORTIZ",2723,24.8,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO OPCIÓN CIUDADANA","EL COLEGIO","Cundinamarca","15067"
"ARLENE APARICIO SANCHEZ",1990,18.13,"PARTIDO ALIANZA VERDE","EL COLEGIO","Cundinamarca","15067"
"MANUEL JOSE TORRES FAJARDO",393,3.58,"PARTIDO CENTRO DEMOCRÁTICO","EL COLEGIO","Cundinamarca","15067"
"GUSTAVO ADOLFO MOJICA VARGAS",1402,48.49,"PARTIDO CAMBIO RADICAL","EL PEÑON","Cundinamarca","15070"
"NEFTALI SILVA BUSTOS",1119,38.7,"PARTIDO DE LA U","EL PEÑON","Cundinamarca","15070"
"EDWIM JAIR ESCOBAR BUSTOS",268,9.27,"PARTIDO CENTRO DEMOCRÁTICO","EL PEÑON","Cundinamarca","15070"
"EDGAR ANTENO TRIANA AMORTEGUI",96,3.32,"PARTIDO ALIANZA VERDE","EL PEÑON","Cundinamarca","15070"
"HUGO ORLANDO AREVALO PULIDO",3246,33.26,"PARTIDO LIBERAL- CAMBIO RADICAL","EL ROSAL","Cundinamarca","15072"
"JORGE MIKAN SALGADO",3164,32.42,"PARTIDO OPCIÓN CIUDADANA - PARTIDO ALIANZA VERDE","EL ROSAL","Cundinamarca","15072"
"GUSTAVO ALBERTO CAMPOS ACERO",2523,25.85,"PARTIDO CENTRO DEMOCRÁTICO","EL ROSAL","Cundinamarca","15072"
"LUZ ESTELA CLAVIJO FANDIÑO",451,4.62,"EL ROSAL PRODUCTIVO Y PARTICIPATIVO","EL ROSAL","Cundinamarca","15072"
