"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"WILSON RODRIGO RUA CASTAÑEDA",151,3.81,"PARTIDO DE LA U","URAMITA","Antioquia","01282"
"HERBERT HENRY HOLGUIN DIAZ",5203,51.81,"UNIDOS POR URRAO","URRAO","Antioquia","01283"
"CARLOS MARIO TRUJILLO VELEZ",2348,23.38,"PARTIDO CENTRO DEMOCRÁTICO","URRAO","Antioquia","01283"
"JHON JAIRO HIGUITA RUEDA",2073,20.64,"PARTIDO CAMBIO RADICAL","URRAO","Antioquia","01283"
"JONAS DARIO HENAO CARDONA",2228,36.34,"PARTIDO CONSERVADOR COLOMBIANO","VALDIVIA","Antioquia","01286"
"SERGIO ALEJANDRO AGUDELO ZEA",1651,26.93,"PARTIDO CAMBIO RADICAL","VALDIVIA","Antioquia","01286"
"OLGA CECILIA ARROYAVE MOLINA",921,15.02,"PARTIDO ALIANZA VERDE","VALDIVIA","Antioquia","01286"
"RAMIRO ALONSO GUTIERREZ MADRID",569,9.28,"PARTIDO LIBERAL COLOMBIANO","VALDIVIA","Antioquia","01286"
"GABRIEL ANGEL GRANDA VALLE",418,6.81,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","VALDIVIA","Antioquia","01286"
"OMER DE JESUS MALDONADO PEREZ",305,4.97,"PARTIDO DE LA U","VALDIVIA","Antioquia","01286"
"SERGIO ANDRES CEBALLOS LOPEZ",1205,37.41,"PARTIDO CENTRO DEMOCRÁTICO","VALPARAISO","Antioquia","01289"
"JAIME ALBERTO RINCON GALVIS",1186,36.82,"PARTIDO CONSERVADOR COLOMBIANO","VALPARAISO","Antioquia","01289"
"RITA MARIA VASQUEZ GAVIRIA",488,15.15,"PARTIDO LIBERAL COLOMBIANO","VALPARAISO","Antioquia","01289"
"HERNAN DE JESUS GRANADA MARTINEZ",313,9.71,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","VALPARAISO","Antioquia","01289"
"JOSE MARIA OCHOA MUÑOZ",2630,51.56,"PARTIDO LIBERAL COLOMBIANO","VEGACHI","Antioquia","01290"
"JOSE DIEGO RIOS CARMONA",1197,23.47,"PAR.CAMBIO RADICAL COALICIÓN CON PAR. CENTRO DEMOCRÁTICO - PAR. DE LA U","VEGACHI","Antioquia","01290"
"MARCO FIDEL SUAREZ ZAPATA",977,19.15,"PARTIDO CONSERVADOR COLOMBIANO","VEGACHI","Antioquia","01290"
"LUIS FERNANDO IBARRA IBARRA",244,4.78,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","VEGACHI","Antioquia","01290"
"FERNEY DARIO FERNANDEZ",2779,45.68,"PARTIDO LIBERAL - CAMBIO RADICAL","VENECIA","Antioquia","01292"
"OSCAR ANDRES SANCHEZ ALVAREZ",2127,34.96,"CENTRO DEMOCRÁTICO - CONSERVADOR","VENECIA","Antioquia","01292"
"LUIS GONZALO MARTINEZ VANEGAS",1112,18.28,"PARTIDO DE LA U","VENECIA","Antioquia","01292"
"MANUEL ENRIQUE CUESTA BORJA",2096,58.33,"COAL. PART. LIBERAL COL. - MOV. POLÍTICO ""MAIS"" - CAMBIO RADICAL - PART. DE LA U","VIGIA DEL FUERTE","Antioquia","01291"
"LUIS ANTONIO CUESTA PALMA",1494,41.58,"PARTIDO ALIANZA VERDE","VIGIA DEL FUERTE","Antioquia","01291"
"RAUL HERNANDO ROLDAN PEREZ",1599,48.43,"PARTIDO CONSERVADOR COLOMBIANO","YALI","Antioquia","01293"
"OSCAR ALONSO MIRA JIMENEZ",1346,40.77,"PARTIDO OPCIÓN CIUDADANA","YALI","Antioquia","01293"
"ESTEBAN ALEXANDER MUNERA ROLDAN",321,9.72,"PARTIDO CENTRO DEMOCRÁTICO","YALI","Antioquia","01293"
"JULIO ANIBAL AREIZA PALACIO",8049,51.14,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","YARUMAL","Antioquia","01295"
"CECILIO HERNAN ALZATE CASAS",2188,13.9,"PARTIDO CONSERVADOR COLOMBIANO","YARUMAL","Antioquia","01295"
"DIEGO ROLDAN JARAMILLO",1676,10.64,"PARTIDO LIBERAL COLOMBIANO","YARUMAL","Antioquia","01295"
"CARLOS GUILLERMO ATEHORTUA QUICENO",1318,8.37,"PARTIDO CENTRO DEMOCRÁTICO","YARUMAL","Antioquia","01295"
"MARIA EUGENIA TABORDA CARMONA",1006,6.39,"PARTIDO ALIANZA VERDE","YARUMAL","Antioquia","01295"
"EDILBERTO POSADA RESTREPO",866,5.5,"PARTIDO DE LA U","YARUMAL","Antioquia","01295"
"COMITE PROMOTOR VOTO EN BLANCO",77,0.48,"PARTIDO POLO DEMOCRATICO ALTERNATIVO","YARUMAL","Antioquia","01295"
"JESUS AMADOR PEREZ PALACIO",3923,53.73,"PARTIDO ALIANZA VERDE","YOLOMBO","Antioquia","01298"
"LUIS FERNANDO RESTREPO GOMEZ",3175,43.48,"PARTIDO LIBERAL - PARTIDO DE LA U","YOLOMBO","Antioquia","01298"
"FABIO HERNAN CORREA URIBE",53,0.72,"PARTIDO CENTRO DEMOCRÁTICO","YOLOMBO","Antioquia","01298"
"GIBERT CARTAGENA ROJAS",2476,27.72,"PARTIDO OPCIÓN CIUDADANA","YONDO-CASABE","Antioquia","01300"
"WILLIAM SKEY FIGUEROA MOSQUERA",2182,24.43,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","YONDO-CASABE","Antioquia","01300"
"OVIDIO SANCHEZ DUARTE",1521,17.03,"PARTIDO LIBERAL - PARTIDO DE LA U","YONDO-CASABE","Antioquia","01300"
"FABIAN ANTONIO ECHAVARRIA RANGEL",1477,16.53,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","YONDO-CASABE","Antioquia","01300"
"ROSALIA SOLORZANO ANGULO",908,10.16,"PARTIDO CAMBIO RADICAL","YONDO-CASABE","Antioquia","01300"
"GLADYS MANCIPE CABEZAS",317,3.54,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","YONDO-CASABE","Antioquia","01300"
"JOSE FERNANDO BRAVO GUZMAN",16,0.17,"PARTIDO CONSERVADOR COLOMBIANO","YONDO-CASABE","Antioquia","01300"
"ALBEIRO DE JESUS MENOYOS ALVAREZ",5164,50.72,"PARTIDO CAMBIO RADICAL","ZARAGOZA","Antioquia","01301"
"VICTOR DARIO PERLAZA HINESTROZA",4109,40.36,"PARTIDO CONSERVADOR COLOMBIANO","ZARAGOZA","Antioquia","01301"
"JUAN HUMBERTO YALI SEPULVEDA",827,8.12,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ZARAGOZA","Antioquia","01301"
"BENJAMIN SOCADAGUI CERMEÑO",16262,43.22,"PARTIDO CAMBIO RADICAL","ARAUCA","Arauca","40001"
"EDGAR FERNANDO TOVAR PEDRAZA",14982,39.82,"PARTIDO DE LA U","ARAUCA","Arauca","40001"
"JUAN CARLOS CASTAÑEDA FORERO",5486,14.58,"PARTIDO CENTRO DEMOCRÁTICO","ARAUCA","Arauca","40001"
"RENSON JESUS MARTINEZ PRADA",9391,60.2,"COAL. PROGRAMÁTICA Y POLÍTICA ENTRE PAR. ALIANZA VERDE - CONSERVADOR - PAR. DE LA U","ARAUQUITA","Arauca","40010"
"ORLANDO ARDILA TORRES",6044,38.74,"PAR. ALIANZA SOCIAL INDEPENDIENTE ""ASI"" - PAR. UNIÓN PATRIÓTICA ""UP""","ARAUQUITA","Arauca","40010"
"JAVIER ESNEIDER TRIANA MUJICA",902,39.7,"PARTIDO LIBERAL COLOMBIANO","CRAVO NORTE","Arauca","40015"
"VIDAL CLEMENTE CISNEROS ARIAS",862,37.94,"PARTIDO DE LA U","CRAVO NORTE","Arauca","40015"
"YOMAR NIEVES GARCEZ",486,21.39,"PARTIDO CAMBIO RADICAL","CRAVO NORTE","Arauca","40015"
"LENIN PASTRANA VERGEL",3350,49.94,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FORTUL","Arauca","40017"
"ALEXANDER BOTIA AMAYA",3230,48.15,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI"" - PARTIDO UNIÓN PATRIÓTICA ""UP""","FORTUL","Arauca","40017"
"SANDRA MILENA GUTIERREZ VIGOTT",1081,47.62,"ASÍ GANAMOS TODOS","PUERTO RONDON","Arauca","40020"
"JUAN GABRIEL COTRINA RIVEROS",911,40.13,"PARTIDO DE LA U","PUERTO RONDON","Arauca","40020"
"HERNANDO MONTOYA MELO",268,11.8,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO RONDON","Arauca","40020"
"YECID LOZANO FERNANDEZ",6145,38.48,"PARTIDO CENTRO DEMOCRÁTICO","SARAVENA","Arauca","40025"
"ROBERTO MARTIN VERA",5295,33.16,"SARAVENA CIUDAD DE PROGRESO Y EQUIDAD PARA TODOS","SARAVENA","Arauca","40025"
"MARIO AVELLANEDA ARDILA",3551,22.24,"PARTIDO CAMBIO RADICAL","SARAVENA","Arauca","40025"
"GUILLERMO ALFONSO LEON VIVAS",292,1.82,"PARTIDO OPCIÓN CIUDADANA","SARAVENA","Arauca","40025"
"HERNAN DARIO CAMACHO SARMIENTO",6372,37.99,"PARTIDO LIBERAL COLOMBIANO","TAME","Arauca","40005"
"MANUEL ALEXANDER PEREZ RUEDA",4672,27.85,"PARTIDO CENTRO DEMOCRÁTICO","TAME","Arauca","40005"
"HECTOR HERNAN COLMENARES CHIA",4155,24.77,"NUESTRO COMPROMISO ES TÁME","TAME","Arauca","40005"
"LAZARO RAFAEL ESCALANTE ESTRADA",14767,43.71,"PARTIDO DE LA U","BARANOA","Atlántico","03004"
"TATIANA GONZALEZ ARCON",10423,30.85,"PARTIDO CAMBIO RADICAL","BARANOA","Atlántico","03004"
"ROBERTO CARLOS RODRIGUEZ ARIAS",7792,23.06,"PARTIDO CONSERVADOR COLOMBIANO","BARANOA","Atlántico","03004"
"RAUL ANTONIO GOENAGA QUIROGA",348,1.03,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","BARANOA","Atlántico","03004"
"ALEJANDRO CHAR CHALJUB",352236,73.07,"PARTIDO CAMBIO RADICAL","BARRANQUILLA","Atlántico","03001"
"RAFAEL SEGUNDO SANCHEZ ANILLO",86526,17.95,"FIRME BARRANQUILLA SI SE PUEDE","BARRANQUILLA","Atlántico","03001"
"JOSE DE JESUS DE LEON MARENCO",5622,49.62,"PARTIDO DE LA U","CAMPO DE LA CRUZ","Atlántico","03007"
"RICHARD JOSE GOMEZ MARTINEZ",5334,47.07,"PARTIDO CAMBIO RADICAL","CAMPO DE LA CRUZ","Atlántico","03007"
"CANDELARIO SALAS BOCANEGRA",154,1.35,"PARTIDO ALIANZA VERDE","CAMPO DE LA CRUZ","Atlántico","03007"
"WILLIANS PULIDO VILLA",90,0.79,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CAMPO DE LA CRUZ","Atlántico","03007"
"ULISES TAPIAS APARICIO",21,0.18,"PARTIDO UNIÓN PATRIÓTICA","CAMPO DE LA CRUZ","Atlántico","03007"
"JUAN JACOBO GOMEZ KOHEN",18,0.15,"PARTIDO CENTRO DEMOCRÁTICO","CAMPO DE LA CRUZ","Atlántico","03007"
"OLIMPO CABALLERO CURE",16,0.14,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CAMPO DE LA CRUZ","Atlántico","03007"
"JAVIER ENRIQUE RODRIGUEZ CONSUEGRA",4312,51.76,"PARTIDO DE LA U - PARTIDO LIBERAL COLOMBIANO","CANDELARIA","Atlántico","03010"
"GREGORIO DE JESUS BRITO VALENCIA",3984,47.82,"PARTIDO CAMBIO RADICAL","CANDELARIA","Atlántico","03010"
"JOSE FERNANDO VARGAS MUÑOZ",12230,54.69,"PARTIDO CAMBIO RADICAL","GALAPA","Atlántico","03013"
"REGULO PASCUAL MATERA GARCIA",9066,40.54,"PARTIDO DE LA U","GALAPA","Atlántico","03013"
"FEDERMAN POLANCO KLEVER",208,0.93,"PARTIDO CONSERVADOR COLOMBIANO","GALAPA","Atlántico","03013"
"LUIS CARLOS OQUENDO CARRILLO",203,0.9,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GALAPA","Atlántico","03013"
"IVAN DE JESUS VARGAS MOLINA",6657,53.93,"PARTIDO CONSERVADOR COLOMBIANO","JUAN DE ACOSTA","Atlántico","03016"
"CARLOS MANUEL HIGGINS VILLANUEVA",5395,43.71,"PARTIDO DE LA U","JUAN DE ACOSTA","Atlántico","03016"
"JAIME ENRIQUE DE LA ROSA CARO",112,0.9,"PARTIDO LIBERAL COLOMBIANO","JUAN DE ACOSTA","Atlántico","03016"
"SILVIO MODESTO CHARRIS REYES",68,0.55,"PARTIDO CENTRO DEMOCRÁTICO","JUAN DE ACOSTA","Atlántico","03016"
"ANTONIO ENRIQUE ROA MONTERO",7318,47.3,"PARTIDO CAMBIO RADICAL","LURUACO","Atlántico","03019"
"JOAQUIN PABLO REDONDO RODRIGUEZ",6361,41.11,"PARTIDO DE LA U","LURUACO","Atlántico","03019"
"MARLY INES GUTIERREZ PEREZ",1156,7.47,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LURUACO","Atlántico","03019"
"AMALIA MERCEDES RODRIGUEZ MANOTAS",352,2.27,"PARTIDO CENTRO DEMOCRÁTICO","LURUACO","Atlántico","03019"
"LAZARO JULIO RAMIREZ CERVANTES",113,0.73,"PARTIDO ALIANZA VERDE","LURUACO","Atlántico","03019"
"EFRAIN HEBERTO BELLO CAMARGO",26231,54,"PARTIDO CAMBIO RADICAL","MALAMBO","Atlántico","03022"
"ROBIN JAVIER HERNANDEZ CASADO",9104,18.74,"PARTIDO DE LA U","MALAMBO","Atlántico","03022"
"ALBERTO CESAR SANJUANELO CARBONELL",4382,9.02,"PARTIDO LIBERAL COLOMBIANO","MALAMBO","Atlántico","03022"
"JAIR DE JESUS BARCELO THOMAS",2493,5.13,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","MALAMBO","Atlántico","03022"
"ROQUELINA SABIS BLANCO MOSCARELLA",2298,4.73,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MALAMBO","Atlántico","03022"
"LILIA ESTHER FERNANDEZ URUETA",823,1.69,"PARTIDO CONSERVADOR COLOMBIANO","MALAMBO","Atlántico","03022"
"EDILSA MATILDE CORTINA ARRIETA",639,1.31,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MALAMBO","Atlántico","03022"
"REGULO GIL FLORIAN CANTILLO",583,1.2,"PARTIDO UNIÓN PATRIÓTICA","MALAMBO","Atlántico","03022"
"LEONIDAS ARCANGEL BARRIOS BERDUGO",257,0.52,"PARTIDO CENTRO DEMOCRÁTICO","MALAMBO","Atlántico","03022"
"FREDY VALENCIA ACOSTA",180,0.37,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MALAMBO","Atlántico","03022"
"ALBERTO LUIS MORENO BULA",148,0.3,"PARTIDO OPCIÓN CIUDADANA","MALAMBO","Atlántico","03022"
"KELLY MARGARITA PATERNINA SANJUAN",3440,41.17,"PARTIDO CONSERVADOR COLOMBIANO","MANATI","Atlántico","03025"
"EVARISTO ENRIQUE OLIVERO SANJUANELO",2369,28.35,"PARTIDO DE LA U","MANATI","Atlántico","03025"
"MAIRA ELENA ACUÑA HORTA",1913,22.89,"PARTIDO CAMBIO RADICAL","MANATI","Atlántico","03025"
"GUADID OSPINO PEÑALOZA",485,5.8,"PARTIDO UNIÓN PATRIÓTICA","MANATI","Atlántico","03025"
"AUGUSTO NICOLAS OLIVEROS VELASQUEZ",65,0.77,"PARTIDO CENTRO DEMOCRÁTICO","MANATI","Atlántico","03025"
"ARGENIS ALBERTO ORTIZ AVILA",52,0.62,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MANATI","Atlántico","03025"
"FELIX ALBERTO FONTALVO AVILA",7039,49.44,"PARTIDO DE LA U","PALMAR DE VARELA","Atlántico","03028"
"WALDIR ENRIQUE PERTUZ LOBO",6689,46.98,"PARTIDO CONSERVADOR COLOMBIANO","PALMAR DE VARELA","Atlántico","03028"
"OSWALDO ANTONIO MARTINEZ LLAMAS",264,1.85,"PARTIDO CAMBIO RADICAL","PALMAR DE VARELA","Atlántico","03028"
"WUILMER ENRIQUE JIMENEZ TORREGROSA",1261,32.38,"PARTIDO CONSERVADOR COLOMBIANO","PIOJO","Atlántico","03031"
"OMAIRA GONZALEZ VILLANUEVA",1171,30.07,"PARTIDO CAMBIO RADICAL","PIOJO","Atlántico","03031"
"VICTOR ENRIQUE VILLANUEVA IMITOLA",837,21.49,"PARTIDO DE LA U","PIOJO","Atlántico","03031"
"JOSE JUAN GOENAGA GONZALEZ",594,15.25,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PIOJO","Atlántico","03031"
"DAGOBERTO LUNA OROZCO",3206,34.31,"PARTIDO CAMBIO RADICAL","POLONUEVO","Atlántico","03034"
"ABINADAD MARTES VILLALOBOS",2450,26.22,"PARTIDO CONSERVADOR COLOMBIANO","POLONUEVO","Atlántico","03034"
"CARMEN CECILIA OLACIREGUI LLINAS",1576,16.86,"PARTIDO DE LA U","POLONUEVO","Atlántico","03034"
"YESID ANTONIO ALVARADO CERA",830,8.88,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","POLONUEVO","Atlántico","03034"
"JORDAN LUBO FRANCO",315,3.37,"PARTIDO UNIÓN PATRIÓTICA","POLONUEVO","Atlántico","03034"
"ROSA OLIVIA CARMONA PALMA",105,1.12,"PARTIDO LIBERAL COLOMBIANO","POLONUEVO","Atlántico","03034"
"ROBIN GONZALEZ PEDROZA",16,0.17,"POR UN NUEVO MUNICIPIO","POLONUEVO","Atlántico","03034"
"PEDRO MANUEL TERAN GARCIA",3,0.03,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","POLONUEVO","Atlántico","03034"
"VANESA ILIANA BOLIVAR MARTINEZ",5383,45.19,"PARTIDO CAMBIO RADICAL","PONEDERA","Atlántico","03035"
"ALVARO EMILIO SARMIENTO PACHECO",3792,31.83,"PARTIDO CONSERVADOR COLOMBIANO","PONEDERA","Atlántico","03035"
"ARISTARCO ROMERO MERIÑO",1344,11.28,"PARTIDO LIBERAL COLOMBIANO","PONEDERA","Atlántico","03035"
"ANGELICA MARIA ARIZA CARRACEDO",855,7.17,"PARTIDO DE LA U","PONEDERA","Atlántico","03035"
"RAFAEL ALFONSO LASCANO CONTRERAS",302,2.53,"PARTIDO ALIANZA VERDE","PONEDERA","Atlántico","03035"
"PLUTARCO JOSE HERRERA REALES",109,0.91,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PONEDERA","Atlántico","03035"
"LUZ ELENA MENCO ROJANO",17,0.14,"PARTIDO OPCIÓN CIUDADANA","PONEDERA","Atlántico","03035"
"OSCAR DARIO SANTODOMINGO PAYERAS",6,0.05,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","PONEDERA","Atlántico","03035"
"STEIMER ALI MANTILLA ROLONG",9562,46.73,"PARTIDO CAMBIO RADICAL","PUERTO COLOMBIA","Atlántico","03037"
"GEOVANIS HEBERTO VERGARA MARQUEZ",7528,36.79,"PARTIDO DE LA U","PUERTO COLOMBIA","Atlántico","03037"
"WILMAN ENRIQUE VARGAS ALTAHONA",1574,7.69,"PARTIDO UNIÓN PATRIÓTICA","PUERTO COLOMBIA","Atlántico","03037"
"JHON JAIRO RAMIREZ GONZALEZ",1098,5.36,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","PUERTO COLOMBIA","Atlántico","03037"
"ENRIQUE ANTONIO ESCOBAR RUIZ",6763,53.53,"PARTIDO CAMBIO RADICAL","REPELON","Atlántico","03040"
"EDUARDO POLO MENDOZA",4635,36.69,"PARTIDO CONSERVADOR COLOMBIANO","REPELON","Atlántico","03040"
"ARISTOTELES OLIVEROS BARCASNEGRA",1114,8.81,"PARTIDO DE LA U","REPELON","Atlántico","03040"
"LERMES ENRRIQUE OTERO CUETO",15,0.11,"PARTIDO ALIANZA VERDE","REPELON","Atlántico","03040"
"JOSE MARIO ROMERO CAHUANA",7254,42.85,"PARTIDO CAMBIO RADICAL","SABANAGRANDE","Atlántico","03043"
"JAIRO EDUARDO DE LA ROSA DE LA CRUZ",6533,38.59,"PARTIDO LIBERAL COLOMBIANO","SABANAGRANDE","Atlántico","03043"
"ARMANDO ROCHA INSIGNARES",2964,17.51,"PARTIDO DE LA U","SABANAGRANDE","Atlántico","03043"
"JOSE ELIAS CHAMS CHAMS",25520,55.09,"PARTIDO LIBERAL COLOMBIANO","SABANALARGA","Atlántico","03046"
"CARLOS MARIO ZULUAGA PARDO",15617,33.71,"PARTIDO CONSERVADOR COLOMBIANO","SABANALARGA","Atlántico","03046"
"JORGE LUIS MANOTAS MANOTAS",3791,8.18,"PARTIDO CAMBIO RADICAL","SABANALARGA","Atlántico","03046"
"ROBER ERNESTO SANJUAN PUGLIESSE",656,1.41,"PARTIDO OPCIÓN CIUDADANA","SABANALARGA","Atlántico","03046"
"ISMAEL ALVAREZ CABALLERO",152,0.32,"PARTIDO UNIÓN PATRIÓTICA","SABANALARGA","Atlántico","03046"
"JORGE LUIS POLO MEDINA",2435,35.77,"PARTIDO CONSERVADOR COLOMBIANO","SANTA LUCIA","Atlántico","03047"
"BEY BALTAZAR BROCHERO RAVELO",2150,31.58,"PARTIDO CAMBIO RADICAL","SANTA LUCIA","Atlántico","03047"
"JOSE RAFAEL CARREÑO MARTINEZ",2046,30.06,"PARTIDO LIBERAL COLOMBIANO","SANTA LUCIA","Atlántico","03047"
"JOSE MARIA POLO PANTOJA",114,1.67,"PARTIDO OPCIÓN CIUDADANA","SANTA LUCIA","Atlántico","03047"
"YAIR DE JESUS MEDINA GONZALEZ",22,0.32,"PARTIDO DE LA U","SANTA LUCIA","Atlántico","03047"
"GEOVANNY RAFAEL GONZALEZ SABALZA",8,0.11,"PARTIDO ALIANZA VERDE","SANTA LUCIA","Atlántico","03047"
"JOSE LEANDRO DUQUE JORDAN",6,0.08,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SANTA LUCIA","Atlántico","03047"
"JULIO CESAR ZARATE MUÑOZ",4,0.05,"PARTIDO UNIÓN PATRIÓTICA","SANTA LUCIA","Atlántico","03047"
"LUIS ALBERTO ESCORCIA CASTRO",9766,56.34,"PARTIDO DE LA U","SANTO TOMAS","Atlántico","03049"
"JULIO JOSE MEJIA FONTALVO",4482,25.85,"PARTIDO LIBERAL COLOMBIANO","SANTO TOMAS","Atlántico","03049"
"NESTOR MANUEL MEJIA DE LA HOZ",1844,10.63,"PARTIDO CONSERVADOR COLOMBIANO","SANTO TOMAS","Atlántico","03049"
"SANTOS DE JESUS SUAREZ BADILLO",306,1.76,"PARTIDO CAMBIO RADICAL","SANTO TOMAS","Atlántico","03049"
"MARIA ROSALIA DONADO BADILLO",187,1.07,"PARTIDO ALIANZA VERDE","SANTO TOMAS","Atlántico","03049"
"MOISES ANTONIO FONTALVO ESCORCIA",182,1.05,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SANTO TOMAS","Atlántico","03049"
"ARMANDO CESAR MUÑOZ SALAS",129,0.74,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","SANTO TOMAS","Atlántico","03049"
"JOSE ALFREDO FRUTO MURIEL",106,0.61,"PARTIDO CENTRO DEMOCRÁTICO","SANTO TOMAS","Atlántico","03049"
"JOSE JOAO HERRERA IRANZO",66677,45.91,"PARTIDO CAMBIO RADICAL","SOLEDAD","Atlántico","03052"
"RODOLFO UCROS ROSALES",51675,35.58,"PARTIDO CONSERVADOR COLOMBIANO","SOLEDAD","Atlántico","03052"
"IVAN GOMEZ ALVAREZ",7643,5.26,"PARTIDO DE LA U","SOLEDAD","Atlántico","03052"
"MARLENE DEL CARMEN CERA DE ALBA",2725,1.87,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","SOLEDAD","Atlántico","03052"
"JESUS MARIA TURIZO RODELO",2024,1.39,"PARTIDO UNIÓN PATRIÓTICA","SOLEDAD","Atlántico","03052"
"ENRIQUE MANUEL CUMPLIDO RODRIGUEZ",1811,1.24,"PARTIDO OPCIÓN CIUDADANA","SOLEDAD","Atlántico","03052"
"OSCAR MANDUCA BAYTEV",1524,1.04,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","SOLEDAD","Atlántico","03052"
"RODOLFO RAFAEL PACHECO PACHECO",3572,55.93,"PARTIDO DE LA U","SUAN","Atlántico","03055"
"GABRIEL ANTONIO RIVERA CUETO",2770,43.37,"PARTIDO CAMBIO RADICAL","SUAN","Atlántico","03055"
"JOSE FELICIANO CUETO POLO",23,0.36,"PARTIDO CENTRO DEMOCRÁTICO","SUAN","Atlántico","03055"
"NATKING COLL ALBA",3919,53.98,"PARTIDO DE LA U","TUBARA","Atlántico","03058"
"LEONELL ROLONG MARTINEZ",3305,45.52,"PARTIDO CONSERVADOR COLOMBIANO","TUBARA","Atlántico","03058"
"RONALD EMIL PADILLA ACUÑA",2512,41.64,"PARTIDO DE LA U","USIACURI","Atlántico","03061"
"ROCIO JUDITH JIMENEZ HURTADO",1903,31.54,"PARTIDO LIBERAL COLOMBIANO","USIACURI","Atlántico","03061"
"HUGO RAFAEL SILVERA PEÑA",1522,25.23,"PARTIDO CONSERVADOR COLOMBIANO","USIACURI","Atlántico","03061"
"GUILLERMO DAVID ESCORCIA CAMARGO",43,0.71,"PARTIDO UNIÓN PATRIÓTICA","USIACURI","Atlántico","03061"
"ENRIQUE PEÑALOSA LONDOÑO",903764,33.1,"RECUPEREMOS BOGOTÁ","BOGOTA. D.C.","Bogotá","16001"
"RAFAEL PARDO RUEDA",778050,28.5,"BOGOTÁ ADELANTE","BOGOTA. D.C.","Bogotá","16001"
"CLARA LOPEZ",498718,18.26,"POLO DEMOCRÁTICO ALTERNATIVO - PARTIDO UNIÓN PATRIÓTICA - MAIS","BOGOTA. D.C.","Bogotá","16001"
"FRANCISCO SANTOS CALDERON",327852,12,"PARTIDO CENTRO DEMOCRÁTICO","BOGOTA. D.C.","Bogotá","16001"
"RICARDO ARIAS MORA",91082,3.33,"LIBRES","BOGOTA. D.C.","Bogotá","16001"
"DANIEL SEAN RAISBECK LOPEZ",20537,0.75,"MOVIMIENTO LIBERTARIO","BOGOTA. D.C.","Bogotá","16001"
"ALEXANDRE PHILIPPE PIERRE VERNOT HERNANDEZ",7279,0.26,"PUEBLO, TIERRA Y FUTURO","BOGOTA. D.C.","Bogotá","16001"
"JAVIER ENRIQUE NADJAR RODRIGUEZ",5845,53.82,"PARTIDO LIBERAL COLOMBIANO","ACHI","Bolívar","05004"
"ESTEFANY DANCUR LOPEZ",4906,45.17,"PARTIDO CAMBIO RADICAL","ACHI","Bolívar","05004"
"YONAIRO SAENZ DURAN",33,0.3,"PARTIDO DE LA U","ACHI","Bolívar","05004"
"FELIX MARCELINO NOYA VILLAMIZAR",32,0.29,"PARTIDO ALIANZA VERDE","ACHI","Bolívar","05004"
"JUAN CARLOS BECERRA GUZMAN",12,0.11,"PARTIDO CONSERVADOR COLOMBIANO","ACHI","Bolívar","05004"
"ASAEL CERPA MONTES",10,0.09,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ACHI","Bolívar","05004"
"JACINTO RODRIGUEZ ARDILA",2662,60.34,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE EL PARTIDO DE LA U - CAMBIO RADICAL","ALTOS DEL ROSARIO","Bolívar","05006"
